Player,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist
Cristiano Ronaldo,10/11,LaLiga,35,2011-05-07,A,Real Madrid,Sevilla FC,2:06,LW,76,1:06,Right-footed shot,Karim Benzema
Cristiano Ronaldo,10/11,LaLiga,35,2011-05-07,A,Real Madrid,Sevilla FC,2:06,LW,64,1:04,Right-footed shot,
Cristiano Ronaldo,10/11,LaLiga,35,2011-05-07,A,Real Madrid,Sevilla FC,2:06,LW,30,0:02,Right-footed shot,Pepe
Cristiano Ronaldo,10/11,LaLiga,35,2011-05-07,A,Real Madrid,Sevilla FC,2:06,LW,70,1:05,Right-footed shot,Mesut Ozil
Cristiano Ronaldo,10/11,LaLiga,36,2011-05-10,H,Real Madrid,Getafe CF,4:00,LW,23,1:00,Header,Mesut Ozil
Cristiano Ronaldo,10/11,LaLiga,36,2011-05-10,H,Real Madrid,Getafe CF,4:00,LW,57,2:00,Left-footed shot,Mesut Ozil
Cristiano Ronaldo,10/11,LaLiga,36,2011-05-10,H,Real Madrid,Getafe CF,4:00,LW,90+1,4:00,Penalty,
Cristiano Ronaldo,10/11,LaLiga,37,2011-05-15,A,Real Madrid,Villarreal CF,1:03,CF,22,0:02,Direct free kick,
Cristiano Ronaldo,10/11,LaLiga,37,2011-05-15,A,Real Madrid,Villarreal CF,1:03,CF,90,1:03,Direct free kick,
Cristiano Ronaldo,10/11,LaLiga,38,2011-05-21,H,Real Madrid,UD Almeria,8:01,LW,4,1:00,Right-footed shot,Sergio Ramos
Cristiano Ronaldo,10/11,LaLiga,38,2011-05-21,H,Real Madrid,UD Almeria,8:01,LW,76,7:01,Right-footed shot,Sergio Ramos
Lionel Messi,10/11,UEFA Champions League,Final,2011-05-28,H,FC Barcelona,Manchester United,3:01,CF,54,2:01,Left-footed shot,Andres Iniesta
Lionel Messi,11-Dec,Supercopa,final,2011-08-14,A,FC Barcelona,Real Madrid,2:02,CF,45,1:02,Left-footed shot,Thiago
Cristiano Ronaldo,11/12,Supercopa,final,2011-08-17,A,Real Madrid,FC Barcelona,3:02,LW,20,1:01,Right-footed shot,Karim Benzema
Lionel Messi,11-Dec,Supercopa,final,2011-08-17,H,FC Barcelona,Real Madrid,3:02,CF,44,2:01,Right-footed shot,Gerard Pique
Lionel Messi,11-Dec,Supercopa,final,2011-08-17,H,FC Barcelona,Real Madrid,3:02,CF,88,3:02,Left-footed shot,Adriano
Lionel Messi,11-Dec,UEFA Super Cup,Final,2011-08-26,H,FC Barcelona,FC Porto,2:00,CF,39,1:00,Left-footed shot,
Cristiano Ronaldo,11/12,LaLiga,2,2011-08-28,A,Real Madrid,Real Zaragoza,0:06,LW,70,0:04,Right-footed shot,Angel Di Maria
Cristiano Ronaldo,11/12,LaLiga,2,2011-08-28,A,Real Madrid,Real Zaragoza,0:06,LW,86,0:06,Right-footed shot,Kaka
Cristiano Ronaldo,11/12,LaLiga,2,2011-08-28,A,Real Madrid,Real Zaragoza,0:06,LW,23,0:01,Left-footed shot,Mesut Ozil
Lionel Messi,11-Dec,LaLiga,2,2011-08-29,H,FC Barcelona,Villarreal CF,5:00,CF,51,4:00,Right-footed shot,Andres Iniesta
Lionel Messi,11-Dec,LaLiga,2,2011-08-29,H,FC Barcelona,Villarreal CF,5:00,CF,74,5:00,Left-footed shot,Thiago
Cristiano Ronaldo,11/12,LaLiga,3,2011-09-10,H,Real Madrid,Getafe CF,4:02,LW,59,2:01,Penalty,
Lionel Messi,11-Dec,LaLiga,4,2011-09-17,H,FC Barcelona,CA Osasuna,8:00,CF,5,1:00,Left-footed shot,Dani Alves
Lionel Messi,11-Dec,LaLiga,4,2011-09-17,H,FC Barcelona,CA Osasuna,8:00,CF,41,5:00,Left-footed shot,Cesc Fabregas
Lionel Messi,11-Dec,LaLiga,4,2011-09-17,H,FC Barcelona,CA Osasuna,8:00,CF,79,8:00,Left-footed shot,Cesc Fabregas
Cristiano Ronaldo,11/12,LaLiga,6,2011-09-24,H,Real Madrid,Rayo Vallecano,6:02,LW,84,6:02,Penalty,
Cristiano Ronaldo,11/12,LaLiga,6,2011-09-24,H,Real Madrid,Rayo Vallecano,6:02,LW,51,3:01,Penalty,
Cristiano Ronaldo,11/12,LaLiga,6,2011-09-24,H,Real Madrid,Rayo Vallecano,6:02,LW,39,1:01,Left-footed shot,Kaka
Lionel Messi,11-Dec,LaLiga,6,2011-09-24,H,FC Barcelona,Atletico de Madrid,5:00,CF,90+1,5:00,Left-footed shot,David Villa
Lionel Messi,11-Dec,LaLiga,6,2011-09-24,H,FC Barcelona,Atletico de Madrid,5:00,CF,78,4:00,Left-footed shot,Dani Alves
Lionel Messi,11-Dec,LaLiga,6,2011-09-24,H,FC Barcelona,Atletico de Madrid,5:00,CF,26,3:00,Left-footed shot,Pedro
Cristiano Ronaldo,11/12,UEFA Champions League,Group Stage,2011-09-27,H,Real Madrid,Ajax Amsterdam,3:00,LW,25,1:00,Right-footed shot,Karim Benzema
Lionel Messi,11-Dec,UEFA Champions League,Group Stage,2011-09-28,A,FC Barcelona,BATE Borisov,0:05,CF,56,0:04,Left-footed shot,Dani Alves
Lionel Messi,11-Dec,UEFA Champions League,Group Stage,2011-09-28,A,FC Barcelona,BATE Borisov,0:05,CF,38,0:03,Header,
Lionel Messi,11-Dec,LaLiga,8,2011-10-15,H,FC Barcelona,Racing Santander,3:00,CF,69,3:00,Right-footed shot,
Lionel Messi,11-Dec,LaLiga,8,2011-10-15,H,FC Barcelona,Racing Santander,3:00,CF,11,1:00,Right-footed shot,Andres Iniesta
Cristiano Ronaldo,11/12,LaLiga,9,2011-10-22,A,Real Madrid,Malaga CF,0:04,LW,38,0:04,Right-footed shot,Sergio Ramos
Cristiano Ronaldo,11/12,LaLiga,9,2011-10-22,A,Real Madrid,Malaga CF,0:04,LW,24,0:02,Left-footed shot,Angel Di Maria
Cristiano Ronaldo,11/12,LaLiga,9,2011-10-22,A,Real Madrid,Malaga CF,0:04,LW,28,0:03,Right-footed shot,Xabi Alonso
Lionel Messi,11-Dec,LaLiga,11,2011-10-29,H,FC Barcelona,RCD Mallorca,5:00,CF,21,2:00,Right-footed shot,Adriano
Lionel Messi,11-Dec,LaLiga,11,2011-10-29,H,FC Barcelona,RCD Mallorca,5:00,CF,13,1:00,Penalty,
Lionel Messi,11-Dec,LaLiga,11,2011-10-29,H,FC Barcelona,RCD Mallorca,5:00,CF,30,3:00,Left-footed shot,Dani Alves
Lionel Messi,11-Dec,UEFA Champions League,Group Stage,2011-11-01,A,FC Barcelona,FC Viktoria Plzen,0:04,CF,90+2,0:04,Left-footed shot,Gerard Pique
Lionel Messi,11-Dec,UEFA Champions League,Group Stage,2011-11-01,A,FC Barcelona,FC Viktoria Plzen,0:04,CF,45+2,0:02,Left-footed shot,Adriano
Lionel Messi,11-Dec,UEFA Champions League,Group Stage,2011-11-01,A,FC Barcelona,FC Viktoria Plzen,0:04,CF,24,0:01,Penalty,
Cristiano Ronaldo,11/12,UEFA Champions League,Group Stage,2011-11-02,A,Real Madrid,Olympique Lyon,0:02,LW,69,0:02,Penalty,
Cristiano Ronaldo,11/12,UEFA Champions League,Group Stage,2011-11-02,A,Real Madrid,Olympique Lyon,0:02,LW,25,0:01,Direct free kick,
Cristiano Ronaldo,11/12,LaLiga,12,2011-11-06,H,Real Madrid,CA Osasuna,7:01,LW,23,1:00,Header,Angel Di Maria
Cristiano Ronaldo,11/12,LaLiga,12,2011-11-06,H,Real Madrid,CA Osasuna,7:01,LW,58,5:01,Header,alvaro Arbeloa
Cristiano Ronaldo,11/12,LaLiga,12,2011-11-06,H,Real Madrid,CA Osasuna,7:01,LW,55,4:01,Penalty,
Lionel Messi,11-Dec,LaLiga,12,2011-11-06,A,FC Barcelona,Athletic Bilbao,2:02,CF,90,2:02,Left-footed shot,
Lionel Messi,11-Dec,LaLiga,13,2011-11-19,H,FC Barcelona,Real Zaragoza,4:00,CF,43,2:00,Right-footed shot,Cesc Fabregas
Cristiano Ronaldo,11/12,LaLiga,13,2011-11-19,A,Real Madrid,Valencia CF,2:03,LW,79,1:03,Right-footed shot,Pepe
Lionel Messi,11-Dec,UEFA Champions League,Group Stage,2011-11-23,A,FC Barcelona,AC Milan,2:03,SS,31,1:02,Penalty,
Cristiano Ronaldo,11/12,LaLiga,14,2011-11-26,H,Real Madrid,Atletico de Madrid,4:01,LW,82,4:01,Penalty,
Cristiano Ronaldo,11/12,LaLiga,14,2011-11-26,H,Real Madrid,Atletico de Madrid,4:01,LW,24,1:01,Penalty,
Lionel Messi,11-Dec,LaLiga,17,2011-11-29,H,FC Barcelona,Rayo Vallecano,4:00,CF,49,4:00,Left-footed shot,Dani Alves
Lionel Messi,11-Dec,LaLiga,15,2011-12-03,H,FC Barcelona,Levante UD,5:00,CF,55,4:00,Left-footed shot,Dani Alves
Cristiano Ronaldo,11/12,LaLiga,15,2011-12-03,A,Real Madrid,Sporting GijÃ³n,0:03,LW,65,0:02,Right-footed shot,Angel Di Maria
Cristiano Ronaldo,11/12,Copa del Rey,4th round,2011-12-13,A,Real Madrid,SD Ponferradina,0:02,LW,74,0:02,Left-footed shot,Gonzalo Higuain
Cristiano Ronaldo,11/12,LaLiga,17,2011-12-17,A,Real Madrid,Sevilla FC,2:06,LW,86,1:05,Penalty,
Cristiano Ronaldo,11/12,LaLiga,17,2011-12-17,A,Real Madrid,Sevilla FC,2:06,LW,41,0:03,Right-footed shot,Karim Benzema
Cristiano Ronaldo,11/12,LaLiga,17,2011-12-17,A,Real Madrid,Sevilla FC,2:06,LW,10,0:01,Right-footed shot,Angel Di Maria
Lionel Messi,11-Dec,FIFA Club World Cup,Final,2011-12-18,A,FC Barcelona,Santos FC,0:04,RW,17,0:01,Left-footed shot,Xavi
Lionel Messi,11-Dec,FIFA Club World Cup,Final,2011-12-18,A,FC Barcelona,Santos FC,0:04,RW,82,0:04,Left-footed shot,Dani Alves
Lionel Messi,11-Dec,Copa del Rey,last 16,2012-01-04,H,FC Barcelona,CA Osasuna,4:00,CF,90,4:00,Left-footed shot,Xavi
Lionel Messi,11-Dec,Copa del Rey,last 16,2012-01-04,H,FC Barcelona,CA Osasuna,4:00,CF,71,3:00,Header,Cesc Fabregas
Cristiano Ronaldo,11/12,LaLiga,18,2012-01-07,H,Real Madrid,Granada CF,5:01,LW,89,5:01,Right-footed shot,
Lionel Messi,11-Dec,LaLiga,19,2012-01-15,H,FC Barcelona,Real Betis Balompie,4:02,CF,12,2:00,Right-footed shot,Alexis Sanchez
Lionel Messi,11-Dec,LaLiga,19,2012-01-15,H,FC Barcelona,Real Betis Balompie,4:02,CF,86,4:02,Penalty,
Cristiano Ronaldo,11/12,Copa del Rey,Quarter-Finals,2012-01-18,H,Real Madrid,FC Barcelona,1:02,LW,11,1:00,Left-footed shot,Karim Benzema
Lionel Messi,11-Dec,LaLiga,1,2012-01-22,A,FC Barcelona,Malaga CF,1:04,CF,51,0:03,Left-footed shot,Thiago
Lionel Messi,11-Dec,LaLiga,1,2012-01-22,A,FC Barcelona,Malaga CF,1:04,CF,32,0:01,Header,Adriano
Cristiano Ronaldo,11/12,LaLiga,1,2012-01-22,H,Real Madrid,Athletic Bilbao,4:01,LW,67,3:01,Penalty,
Cristiano Ronaldo,11/12,LaLiga,1,2012-01-22,H,Real Madrid,Athletic Bilbao,4:01,LW,46,2:01,Penalty,
Lionel Messi,11-Dec,LaLiga,1,2012-01-22,A,FC Barcelona,Malaga CF,1:04,CF,77,0:04,Left-footed shot,Pedro
Cristiano Ronaldo,11/12,Copa del Rey,Quarter-Finals,2012-01-25,A,Real Madrid,FC Barcelona,2:02,LW,68,2:01,Right-footed shot,Mesut Ozil
Cristiano Ronaldo,11/12,LaLiga,21,2012-01-28,H,Real Madrid,Real Zaragoza,3:01,LW,48,2:01,Right-footed shot,Mesut Ozil
Lionel Messi,11-Dec,LaLiga,22,2012-02-04,H,FC Barcelona,Real Sociedad,2:01,CF,72,2:00,Left-footed shot,Dani Alves
Cristiano Ronaldo,11/12,LaLiga,23,2012-02-12,H,Real Madrid,Levante UD,4:02,LW,50,2:01,Header,Gonzalo Higuain
Cristiano Ronaldo,11/12,LaLiga,23,2012-02-12,H,Real Madrid,Levante UD,4:02,LW,57,3:01,Right-footed shot,Fabio CoentrÃ£o
Cristiano Ronaldo,11/12,LaLiga,23,2012-02-12,H,Real Madrid,Levante UD,4:02,LW,45,1:01,Penalty,
Lionel Messi,11-Dec,UEFA Champions League,last 16,2012-02-14,A,FC Barcelona,Bayer 04 Leverkusen,1:03,CF,88,1:03,Left-footed shot,Dani Alves
Cristiano Ronaldo,11/12,LaLiga,24,2012-02-18,H,Real Madrid,Racing Santander,4:00,LW,6,1:00,Header,Kaka
Lionel Messi,11-Dec,LaLiga,24,2012-02-19,H,FC Barcelona,Valencia CF,5:01,CF,84,4:01,Left-footed shot,Sergio Busquets
Lionel Messi,11-Dec,LaLiga,24,2012-02-19,H,FC Barcelona,Valencia CF,5:01,CF,75,3:01,Left-footed shot,Cristian Tello
Lionel Messi,11-Dec,LaLiga,24,2012-02-19,H,FC Barcelona,Valencia CF,5:01,CF,21,1:01,Left-footed shot,
Lionel Messi,11-Dec,LaLiga,24,2012-02-19,H,FC Barcelona,Valencia CF,5:01,CF,27,2:01,Tap-in,
Cristiano Ronaldo,11/12,UEFA Champions League,last 16,2012-02-21,A,Real Madrid,CSKA Moscow,1:01,LW,28,0:01,Left-footed shot,Fabio CoentrÃ£o
Lionel Messi,11-Dec,LaLiga,25,2012-02-26,A,FC Barcelona,Atletico de Madrid,1:02,CF,79,1:02,Direct free kick,
Cristiano Ronaldo,11/12,LaLiga,25,2012-02-26,A,Real Madrid,Rayo Vallecano,0:01,LW,53,0:01,Right-footed shot,
Cristiano Ronaldo,11/12,LaLiga,26,2012-03-04,H,Real Madrid,RCD Espanyol Barcelona,5:00,LW,23,1:00,Left-footed shot,Gonzalo Higuain
Lionel Messi,11-Dec,UEFA Champions League,last 16,2012-03-07,H,FC Barcelona,Bayer 04 Leverkusen,7:01,CF,85,7:00,Left-footed shot,Seydou Keita
Lionel Messi,11-Dec,UEFA Champions League,last 16,2012-03-07,H,FC Barcelona,Bayer 04 Leverkusen,7:01,CF,58,5:00,Left-footed shot,
Lionel Messi,11-Dec,UEFA Champions League,last 16,2012-03-07,H,FC Barcelona,Bayer 04 Leverkusen,7:01,CF,50,3:00,Right-footed shot,Cesc Fabregas
Lionel Messi,11-Dec,UEFA Champions League,last 16,2012-03-07,H,FC Barcelona,Bayer 04 Leverkusen,7:01,CF,42,2:00,Left-footed shot,Andres Iniesta
Lionel Messi,11-Dec,UEFA Champions League,last 16,2012-03-07,H,FC Barcelona,Bayer 04 Leverkusen,7:01,CF,25,1:00,Left-footed shot,Xavi
Cristiano Ronaldo,11/12,LaLiga,27,2012-03-10,A,Real Madrid,Real Betis Balompie,2:03,LW,52,1:02,Left-footed shot,Marcelo
Cristiano Ronaldo,11/12,LaLiga,27,2012-03-10,A,Real Madrid,Real Betis Balompie,2:03,LW,73,2:03,Left-footed shot,
Lionel Messi,11-Dec,LaLiga,27,2012-03-11,A,FC Barcelona,Racing Santander,0:02,CF,28,0:01,Left-footed shot,Cesc Fabregas
Lionel Messi,11-Dec,LaLiga,27,2012-03-11,A,FC Barcelona,Racing Santander,0:02,CF,55,0:02,Penalty,
Cristiano Ronaldo,11/12,UEFA Champions League,last 16,2012-03-14,H,Real Madrid,CSKA Moscow,4:01,LW,55,2:00,Right-footed shot,Sergio Ramos
Cristiano Ronaldo,11/12,UEFA Champions League,last 16,2012-03-14,H,Real Madrid,CSKA Moscow,4:01,LW,90+4,4:01,Right-footed shot,Karim Benzema
Lionel Messi,11-Dec,LaLiga,28,2012-03-17,A,FC Barcelona,Sevilla FC,0:02,CF,25,0:02,Left-footed shot,Andres Iniesta
Lionel Messi,11-Dec,LaLiga,29,2012-03-20,H,FC Barcelona,Granada CF,5:03,CF,85,5:02,Left-footed shot,Dani Alves
Lionel Messi,11-Dec,LaLiga,29,2012-03-20,H,FC Barcelona,Granada CF,5:03,CF,16,2:00,Left-footed shot,Isaac Cuenca
Lionel Messi,11-Dec,LaLiga,29,2012-03-20,H,FC Barcelona,Granada CF,5:03,CF,66,3:02,Left-footed shot,Dani Alves
Cristiano Ronaldo,11/12,LaLiga,29,2012-03-21,A,Real Madrid,Villarreal CF,1:01,LW,61,0:01,Right-footed shot,Mesut Ozil
Cristiano Ronaldo,11/12,LaLiga,30,2012-03-24,H,Real Madrid,Real Sociedad,5:01,LW,55,5:01,Right-footed shot,Gonzalo Higuain
Cristiano Ronaldo,11/12,LaLiga,30,2012-03-24,H,Real Madrid,Real Sociedad,5:01,LW,32,2:00,Right-footed shot,Kaka
Lionel Messi,11-Dec,LaLiga,30,2012-03-24,A,FC Barcelona,RCD Mallorca,0:02,CF,25,0:01,Direct free kick,
Cristiano Ronaldo,11/12,LaLiga,31,2012-03-31,A,Real Madrid,CA Osasuna,1:05,LW,70,1:04,Direct free kick,
Cristiano Ronaldo,11/12,LaLiga,31,2012-03-31,A,Real Madrid,CA Osasuna,1:05,LW,37,0:02,Long distance kick,Xabi Alonso
Lionel Messi,11-Dec,LaLiga,31,2012-03-31,H,FC Barcelona,Athletic Bilbao,2:00,CF,57,2:00,Penalty,
Lionel Messi,11-Dec,UEFA Champions League,Quarter-Finals,2012-04-03,H,FC Barcelona,AC Milan,3:01,RW,11,1:00,Penalty,
Lionel Messi,11-Dec,UEFA Champions League,Quarter-Finals,2012-04-03,H,FC Barcelona,AC Milan,3:01,RW,42,2:01,Penalty,
Cristiano Ronaldo,11/12,UEFA Champions League,Quarter-Finals,2012-04-04,H,Real Madrid,APOEL Nicosia,5:02,LW,26,1:00,Right-footed shot,Marcelo
Cristiano Ronaldo,11/12,UEFA Champions League,Quarter-Finals,2012-04-04,H,Real Madrid,APOEL Nicosia,5:02,LW,75,3:01,Direct free kick,
Lionel Messi,11-Dec,LaLiga,32,2012-04-07,A,FC Barcelona,Real Zaragoza,1:04,CF,86,1:03,Penalty,
Lionel Messi,11-Dec,LaLiga,32,2012-04-07,A,FC Barcelona,Real Zaragoza,1:04,CF,39,1:02,Left-footed shot,Alexis Sanchez
Lionel Messi,11-Dec,LaLiga,33,2012-04-10,H,FC Barcelona,Getafe CF,4:00,CF,44,2:00,Left-footed shot,Andres Iniesta
Cristiano Ronaldo,11/12,LaLiga,33,2012-04-11,A,Real Madrid,Atletico de Madrid,1:04,LW,24,0:01,Direct free kick,
Cristiano Ronaldo,11/12,LaLiga,33,2012-04-11,A,Real Madrid,Atletico de Madrid,1:04,LW,67,1:02,Long distance kick,
Cristiano Ronaldo,11/12,LaLiga,33,2012-04-11,A,Real Madrid,Atletico de Madrid,1:04,LW,82,1:03,Penalty,
Lionel Messi,11-Dec,LaLiga,34,2012-04-14,A,FC Barcelona,Levante UD,1:02,CF,64,1:01,Left-footed shot,Alexis Sanchez
Cristiano Ronaldo,11/12,LaLiga,34,2012-04-14,H,Real Madrid,Sporting GijÃ³n,3:01,LW,74,2:01,Header,Angel Di Maria
Lionel Messi,11-Dec,LaLiga,34,2012-04-14,A,FC Barcelona,Levante UD,1:02,CF,73,1:02,Penalty,
Cristiano Ronaldo,11/12,LaLiga,35,2012-04-21,A,Real Madrid,FC Barcelona,1:02,LW,73,1:02,Right-footed shot,Mesut Ozil
Cristiano Ronaldo,11/12,UEFA Champions League,Semi-Finals,2012-04-25,H,Real Madrid,Bayern Munich,3:4 on pens,LW,6,1:00,Penalty,
Cristiano Ronaldo,11/12,UEFA Champions League,Semi-Finals,2012-04-25,H,Real Madrid,Bayern Munich,3:4 on pens,LW,14,2:00,Right-footed shot,Mesut Ozil
Lionel Messi,11-Dec,LaLiga,36,2012-04-29,A,FC Barcelona,Rayo Vallecano,0:07,CF,16,0:01,Left-footed shot,Pedro
Cristiano Ronaldo,11/12,LaLiga,36,2012-04-29,H,Real Madrid,Sevilla FC,3:00,LW,19,1:00,Right-footed shot,Karim Benzema
Lionel Messi,11-Dec,LaLiga,36,2012-04-29,A,FC Barcelona,Rayo Vallecano,0:07,CF,88,0:07,Left-footed shot,Pedro
Lionel Messi,11-Dec,LaLiga,20,2012-05-02,H,FC Barcelona,Malaga CF,4:01,CF,34,2:01,Penalty,
Cristiano Ronaldo,11/12,LaLiga,20,2012-05-02,A,Real Madrid,Athletic Bilbao,0:03,LW,49,0:03,Header,Xabi Alonso
Lionel Messi,11-Dec,LaLiga,20,2012-05-02,H,FC Barcelona,Malaga CF,4:01,CF,60,3:01,Penalty,
Lionel Messi,11-Dec,LaLiga,20,2012-05-02,H,FC Barcelona,Malaga CF,4:01,CF,63,4:01,Left-footed shot,Andres Iniesta
Cristiano Ronaldo,11/12,LaLiga,37,2012-05-05,A,Real Madrid,Granada CF,1:02,LW,81,1:01,Penalty,
Lionel Messi,11-Dec,LaLiga,37,2012-05-05,H,FC Barcelona,RCD Espanyol Barcelona,4:00,CF,63,2:00,Penalty,
Lionel Messi,11-Dec,LaLiga,37,2012-05-05,H,FC Barcelona,RCD Espanyol Barcelona,4:00,CF,11,1:00,Direct free kick,
Lionel Messi,11-Dec,LaLiga,37,2012-05-05,H,FC Barcelona,RCD Espanyol Barcelona,4:00,CF,73,3:00,Left-footed shot,Adriano
Lionel Messi,11-Dec,LaLiga,37,2012-05-05,H,FC Barcelona,RCD Espanyol Barcelona,4:00,CF,78,4:00,Penalty,
Cristiano Ronaldo,11/12,LaLiga,38,2012-05-13,H,Real Madrid,RCD Mallorca,4:01,LW,18,1:00,Header,Marcelo
Lionel Messi,11-Dec,Copa del Rey,Final,2012-05-25,H,FC Barcelona,Athletic Bilbao,3:00,CF,20,2:00,Right-footed shot,Andres Iniesta
Lionel Messi,Dec-13,LaLiga,1,2012-08-19,H,FC Barcelona,Real Sociedad,5:01,CF,15,3:01,Left-footed shot,Cristian Tello
Lionel Messi,Dec-13,LaLiga,1,2012-08-19,H,FC Barcelona,Real Sociedad,5:01,CF,10,2:01,Left-footed shot,Pedro
Cristiano Ronaldo,Dec-13,Supercopa,final,2012-08-23,A,Real Madrid,FC Barcelona,3:02,LW,55,0:01,Header,Mesut Ozil
Lionel Messi,Dec-13,Supercopa,final,2012-08-23,H,FC Barcelona,Real Madrid,3:02,CF,60,2:01,Penalty,
Lionel Messi,Dec-13,LaLiga,2,2012-08-26,A,FC Barcelona,CA Osasuna,1:02,CF,79,1:02,Left-footed shot,Jordi Alba
Lionel Messi,Dec-13,LaLiga,2,2012-08-26,A,FC Barcelona,CA Osasuna,1:02,CF,74,1:01,Left-footed shot,Alexis Sanchez
Lionel Messi,Dec-13,Supercopa,final,2012-08-29,A,FC Barcelona,Real Madrid,2:01,CF,45,2:01,Direct free kick,
Cristiano Ronaldo,Dec-13,Supercopa,final,2012-08-29,H,Real Madrid,FC Barcelona,2:01,LW,19,2:00,Right-footed shot,Sami Khedira
Cristiano Ronaldo,Dec-13,LaLiga,3,2012-09-02,H,Real Madrid,Granada CF,3:00,LW,25,1:00,Right-footed shot,Jose CallejÃ³n
Cristiano Ronaldo,Dec-13,LaLiga,3,2012-09-02,H,Real Madrid,Granada CF,3:00,LW,53,2:00,Left-footed shot,
Lionel Messi,Dec-13,LaLiga,4,2012-09-15,A,FC Barcelona,Getafe CF,1:04,CF,78,0:03,Left-footed shot,Pedro
Lionel Messi,Dec-13,LaLiga,4,2012-09-15,A,FC Barcelona,Getafe CF,1:04,CF,74,0:02,Penalty,
Cristiano Ronaldo,Dec-13,UEFA Champions League,Group Stage,2012-09-18,H,Real Madrid,Manchester City,3:02,LW,90,3:02,Right-footed shot,Marcelo
Lionel Messi,Dec-13,UEFA Champions League,Group Stage,2012-09-19,H,FC Barcelona,Spartak Moscow,3:02,CF,80,3:02,Header,Alexis Sanchez
Lionel Messi,Dec-13,UEFA Champions League,Group Stage,2012-09-19,H,FC Barcelona,Spartak Moscow,3:02,CF,71,2:02,Left-footed shot,Cristian Tello
Cristiano Ronaldo,Dec-13,LaLiga,5,2012-09-24,A,Real Madrid,Rayo Vallecano,0:02,LW,69,0:02,Penalty,
Cristiano Ronaldo,Dec-13,LaLiga,6,2012-09-30,H,Real Madrid,Deportivo de La CoruÃ±a,5:01,LW,23,1:01,Penalty,
Cristiano Ronaldo,Dec-13,LaLiga,6,2012-09-30,H,Real Madrid,Deportivo de La CoruÃ±a,5:01,LW,44,3:01,Header,Sergio Ramos
Cristiano Ronaldo,Dec-13,LaLiga,6,2012-09-30,H,Real Madrid,Deportivo de La CoruÃ±a,5:01,LW,84,5:01,Penalty,
Cristiano Ronaldo,Dec-13,UEFA Champions League,Group Stage,2012-10-03,A,Real Madrid,Ajax Amsterdam,1:04,LW,81,1:04,Left-footed shot,Sami Khedira
Cristiano Ronaldo,Dec-13,UEFA Champions League,Group Stage,2012-10-03,A,Real Madrid,Ajax Amsterdam,1:04,LW,42,0:01,Right-footed shot,Karim Benzema
Cristiano Ronaldo,Dec-13,UEFA Champions League,Group Stage,2012-10-03,A,Real Madrid,Ajax Amsterdam,1:04,LW,79,1:03,Right-footed shot,Karim Benzema
Cristiano Ronaldo,Dec-13,LaLiga,7,2012-10-07,A,Real Madrid,FC Barcelona,2:02,LW,66,2:02,Right-footed shot,Mesut Ozil
Cristiano Ronaldo,Dec-13,LaLiga,7,2012-10-07,A,Real Madrid,FC Barcelona,2:02,LW,22,0:01,Left-footed shot,Karim Benzema
Lionel Messi,Dec-13,LaLiga,7,2012-10-07,H,FC Barcelona,Real Madrid,2:02,CF,60,2:01,Direct free kick,
Lionel Messi,Dec-13,LaLiga,7,2012-10-07,H,FC Barcelona,Real Madrid,2:02,CF,31,1:01,Left-footed shot,
Lionel Messi,Dec-13,LaLiga,8,2012-10-20,A,FC Barcelona,Deportivo de La Coruaa,4:05,CF,76,3:05,Left-footed shot,Xavi
Lionel Messi,Dec-13,LaLiga,8,2012-10-20,A,FC Barcelona,Deportivo de La Coruaa,4:05,CF,17,0:03,Left-footed shot,Cesc Fabregas
Cristiano Ronaldo,Dec-13,LaLiga,8,2012-10-20,H,Real Madrid,Celta de Vigo,2:00,LW,67,2:00,Penalty,
Lionel Messi,Dec-13,LaLiga,8,2012-10-20,A,FC Barcelona,Deportivo de La Coruaa,4:05,CF,43,2:04,Left-footed shot,Cesc Fabregas
Cristiano Ronaldo,Dec-13,UEFA Champions League,Group Stage,2012-10-24,A,Real Madrid,Borussia Dortmund,2:01,LW,38,1:01,Right-footed shot,Mesut Ozil
Lionel Messi,Dec-13,LaLiga,9,2012-10-27,A,FC Barcelona,Rayo Vallecano,0:05,CF,89,0:05,Right-footed shot,Cesc Fabregas
Lionel Messi,Dec-13,LaLiga,9,2012-10-27,A,FC Barcelona,Rayo Vallecano,0:05,CF,48,0:02,Left-footed shot,Marta Montoya
Cristiano Ronaldo,Dec-13,LaLiga,9,2012-10-28,A,Real Madrid,RCD Mallorca,0:05,LW,73,0:04,Right-footed shot,Gonzalo Higuain
Cristiano Ronaldo,Dec-13,LaLiga,9,2012-10-28,A,Real Madrid,RCD Mallorca,0:05,LW,22,0:02,Right-footed shot,Gonzalo Higuain
Lionel Messi,Dec-13,UEFA Champions League,Group Stage,2012-11-07,A,FC Barcelona,Celtic FC,2:01,CF,90+1,2:01,Tap-in,
Cristiano Ronaldo,Dec-13,LaLiga,11,2012-11-11,A,Real Madrid,Levante UD,1:02,CF,20,0:01,Right-footed shot,
Lionel Messi,Dec-13,LaLiga,11,2012-11-11,A,FC Barcelona,RCD Mallorca,2:04,CF,43,0:02,Left-footed shot,Sergio Busquets
Lionel Messi,Dec-13,LaLiga,11,2012-11-11,A,FC Barcelona,RCD Mallorca,2:04,CF,70,2:04,Left-footed shot,Alexis Sanchez
